publish_order,slug,title,category,tags,status,date,hero_image_prompt,hero_image,links_to
192,how-to-install-dryer-outlet-3-prong-step-by-step-guide,How to Install Dryer Outlet 3 Prong: Step-by-Step Guide,plumbing-electrical,installation;electrical;plumbing,draft,2026-09-10,"A photorealistic photograph of an electrician installing a new outlet in a residential wall with exposed wiring visible in the open junction box, wire strippers and a voltage tester on a nearby step ladder. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/how-to-install-dryer-outlet-3-prong-step-by-step-guide.webp,heat-pump-air-conditioner-repairs-a-homeowners-guide
193,master-plumbing-repair-diy-or-call-a-pro,Master Plumbing Repair: DIY or Call a Pro?,plumbing-electrical,home-repair;electrical;plumbing,draft,2026-11-12,"A photorealistic photograph of a homeowner working under a kitchen sink with a wrench adjusting PVC drain fittings, a flashlight illuminating the work area, plumber's tape and pipe fittings spread on the cabinet floor. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/master-plumbing-repair-diy-or-call-a-pro.webp,plumbing-repair-diy-or-call-a-pro;plumbing-water-leak-repair-guide-what-to-know;plumbing-snake-repairs-a-homeowners-guide;home-water-pump-repairs-a-homeowners-guide;hot-water-unclog-drain-a-practical-guide
194,plumbing-burst-pipe-repair-diy-or-call-a-pro,Plumbing Burst Pipe Repair: DIY or Call a Pro?,plumbing-electrical,home-repair;electrical;plumbing,draft,2026-11-12,"A photorealistic photograph of a homeowner working under a kitchen sink with a wrench adjusting PVC drain fittings, a flashlight illuminating the work area, plumber's tape and pipe fittings spread on the cabinet floor. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/plumbing-burst-pipe-repair-diy-or-call-a-pro.webp,plumbing-water-leak-repair-guide-what-to-know;plumbing-snake-repairs-a-homeowners-guide
195,plumbing-stack-repairs-a-homeowners-guide,Plumbing Stack Repairs: A Homeowner's Guide,plumbing-electrical,home-repair;electrical;plumbing,draft,2026-11-13,"A photorealistic photograph of a homeowner working under a kitchen sink with a wrench adjusting PVC drain fittings, a flashlight illuminating the work area, plumber's tape and pipe fittings spread on the cabinet floor. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/plumbing-stack-repairs-a-homeowners-guide.webp,hot-water-unclog-drain-a-practical-guide;plumbing-water-leak-repair-guide-what-to-know;home-water-pump-repairs-a-homeowners-guide
196,the-real-deal-on-active-electrical-cables,The Real Deal on Active Electrical Cables,plumbing-electrical,electrical;plumbing;home-improvement,draft,2026-09-08,"A photorealistic photograph of an electrician installing a new outlet in a residential wall with exposed wiring visible in the open junction box, wire strippers and a voltage tester on a nearby step ladder. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/the-real-deal-on-active-electrical-cables.webp,kitchen-plumbing-remodel-a-diyers-honest-take;the-real-deal-on-water-damaged-cabinets;heat-pump-air-conditioner-repairs-a-homeowners-guide
197,the-real-deal-on-why-is-water-heater-making-noise,The Real Deal on Why is Water Heater Making Noise,plumbing-electrical,water-damage;electrical;plumbing,draft,2026-10-07,"A photorealistic photograph of a new tank water heater being installed in a utility closet, with copper supply lines being connected, a pipe wrench in use, and the old unit visible nearby waiting for removal. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/the-real-deal-on-why-is-water-heater-making-noise.webp,how-often-should-i-flush-my-water-heater-honest-guide;water-heater-pipe-size-what-homeowners-should-know;water-heater-blow-off-valve-leaking-a-practical-guide;24-hour-water-heater-repair-diy-or-call-a-pro
198,water-damage-in-attic-a-diyers-honest-take,Water Damage in Attic: A DIYer's Honest Take,plumbing-electrical,water-damage;attic;electrical;plumbing,draft,2026-10-18,"A photorealistic photograph of an attic being insulated with blown-in cellulose insulation being applied between ceiling joists using a hose, the worker wearing a respirator and safety goggles, with kraft-faced batts visible on the walls. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/water-damage-in-attic-a-diyers-honest-take.webp,water-damage-repair-diy-or-call-a-pro;water-damage-ceiling-tiles-honest-advice-for-your-home;water-proofing-services-a-diyers-honest-take
199,how-to-install-home-ac-compressor-step-by-step-guide,How to Install Home Ac Compressor: Step-by-Step Guide,tools-materials,tools;building-materials;installation,draft,2026-08-27,A photorealistic photograph of a well-organized garage workshop with a pegboard full of labeled tools,/images/posts/how-to-install-home-ac-compressor-step-by-step-guide.webp,installing-240v-breaker-what-to-know-first;smart-home-system-installation-guide-diy-or-hire-out
200,how-to-install-smoke-detectors-the-right-way,How to Install Smoke Detectors the Right Way,tools-materials,tools;building-materials;installation,draft,2026-08-28,A photorealistic photograph of a collection of essential home improvement tools arranged neatly on a workshop table,/images/posts/how-to-install-smoke-detectors-the-right-way.webp,installing-240v-breaker-what-to-know-first;smart-home-system-installation-guide-diy-or-hire-out
201,interior-services-installation-guide-diy-or-hire-out,Interior Services Installation Guide: DIY or Hire Out?,tools-materials,tools;building-materials;installation,draft,2026-08-29,A photorealistic photograph of a homeowner's tool belt and safety gear laid out on a workbench,/images/posts/interior-services-installation-guide-diy-or-hire-out.webp,how-to-paint-a-room-like-a-pro;installing-240v-breaker-what-to-know-first;smart-home-system-installation-guide-diy-or-hire-out;how-to-install-compression-fitting-the-right-way
